Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
EGF/EGFR signaling pathway	4/141	0.24775993424025652	0.5055135254841182	0	0	1.6041122648298551	2.2382098365666283	MAP2K2;FOXO4;AP2B1;AP2M1
Transport of glucose and other sugars, bile salts and organic acids, metal ions and amine compounds	3/96	0.24804661385673576	0.5055135254841182	0	0	1.7712939470822762	2.469429248304341	SLC14A1;SLC16A1;SLC2A1
Toll-like receptor signaling pathway regulation	4/142	0.25166845391289117	0.5055135254841182	0	0	1.592406613594611	2.196952186607363	MAP2K3;USP7;MAP2K2;AKT2
Serotonin receptor 2 and ELK-SRF/GATA4 signaling	1/16	0.25167506475600177	0.5055135254841182	0	0	3.654748603351955	5.042151290387491	MAP2K2
Inhibitor of DNA binding (ID) signaling pathway	1/16	0.25167506475600177	0.5055135254841182	0	0	3.654748603351955	5.042151290387491	ID2
Interleukin-10 anti-inflammatory signaling pathway	1/16	0.25167506475600177	0.5055135254841182	0	0	3.654748603351955	5.042151290387491	BLVRB
Interleukin-9 signaling pathway	1/16	0.25167506475600177	0.5055135254841182	0	0	3.654748603351955	5.042151290387491	MAP2K2
N-glycan precursor substrate biosynthesis	1/16	0.25167506475600177	0.5055135254841182	0	0	3.654748603351955	5.042151290387491	DPM2
Binding of chemokines to chemokine receptors	2/54	0.2528106600368208	0.5063436362451753	0	0	2.110428786899375	2.9020811199942367	CXCR3;CCR5
T cell receptor signaling in naive CD8+ T cells	2/55	0.2594813409537136	0.5063974952536214	0	0	2.07050367316738	2.793255390000442	PRF1;CD3E
Senescence and autophagy	3/99	0.2625290665151533	0.5063974952536214	0	0	1.7156776685393258	2.2945361165324574	MAP2K3;GABARAPL2;FKBP8
Apoptotic cleavage of cellular proteins	1/17	0.26511823217985603	0.5063974952536214	0	0	3.4261522346368714	4.548489105101925	CLSPN
SHC-related events	1/17	0.26511823217985603	0.5063974952536214	0	0	3.4261522346368714	4.548489105101925	MAP2K2
SHC1 events in EGFR signaling	1/17	0.26511823217985603	0.5063974952536214	0	0	3.4261522346368714	4.548489105101925	MAP2K2
Beta-arrestin-dependent recruitment of Src kinases in GPCR signaling	1/17	0.26511823217985603	0.5063974952536214	0	0	3.4261522346368714	4.548489105101925	MAP2K2
Cadmium-induced DNA biosynthesis and proliferation in macrophages	1/17	0.26511823217985603	0.5063974952536214	0	0	3.4261522346368714	4.548489105101925	MAP2K2
Cell to cell adhesion signaling	1/17	0.26511823217985603	0.5063974952536214	0	0	3.4261522346368714	4.548489105101925	CDH1
Synaptic proteins at the synaptic junction	1/17	0.26511823217985603	0.5063974952536214	0	0	3.4261522346368714	4.548489105101925	ANK1
TAK1-mediated activation of p38 MAPK	1/17	0.26511823217985603	0.5063974952536214	0	0	3.4261522346368714	4.548489105101925	MAP2K3
Destabilization of mRNA by KSRP	1/17	0.26511823217985603	0.5063974952536214	0	0	3.4261522346368714	4.548489105101925	PARN
Endocytotic role of NDK, phosphins and dynamin	1/17	0.26511823217985603	0.5063974952536214	0	0	3.4261522346368714	4.548489105101925	AP2M1
Eukaryotic protein translation	1/17	0.26511823217985603	0.5063974952536214	0	0	3.4261522346368714	4.548489105101925	EEF2
Glycosylphosphatidylinositol (GPI) biosynthesis	1/17	0.26511823217985603	0.5063974952536214	0	0	3.4261522346368714	4.548489105101925	DPM2
HIV-1 elongation complex formation in the absence of HIV-1 Tat	1/17	0.26511823217985603	0.5063974952536214	0	0	3.4261522346368714	4.548489105101925	TCEA1
Inflammasomes	1/17	0.26511823217985603	0.5063974952536214	0	0	3.4261522346368714	4.548489105101925	BCL2L1
Integrin beta-5 pathway	1/17	0.26511823217985603	0.5063974952536214	0	0	3.4261522346368714	4.548489105101925	EDIL3
Integrin-mediated cell adhesion	3/100	0.26738073717257005	0.5093312411901403	0	0	1.6979033939534345	2.2396732179225105	MAP2K3;MAP2K2;AKT2
Post-translational protein modification	5/196	0.2766873459145114	0.5188901971912372	0	0	1.4383115922737895	1.8480392809705866	DPM2;B3GNT7;FURIN;ST6GALNAC4;GALNT10
Pertussis toxin-insensitive CCR5 signaling in macrophage	1/18	0.27832056225949386	0.5188901971912372	0	0	3.224449556358856	4.124012065278576	CCR5
Phosphatidylcholine biosynthesis	1/18	0.27832056225949386	0.5188901971912372	0	0	3.224449556358856	4.124012065278576	LPIN2
Pre-NOTCH processing in Golgi	1/18	0.27832056225949386	0.5188901971912372	0	0	3.224449556358856	4.124012065278576	FURIN
Serotonin receptor 4/6/7 and NR3C signaling	1/18	0.27832056225949386	0.5188901971912372	0	0	3.224449556358856	4.124012065278576	MAP2K2
CDK regulation of DNA replication	1/18	0.27832056225949386	0.5188901971912372	0	0	3.224449556358856	4.124012065278576	ORC5
Downregulation of MTA-3 in ER-negative breast tumors	1/18	0.27832056225949386	0.5188901971912372	0	0	3.224449556358856	4.124012065278576	CDH1
Fatty acyl-CoA biosynthesis	1/18	0.27832056225949386	0.5188901971912372	0	0	3.224449556358856	4.124012065278576	ELOVL1
Autodegradation of Cdh1 by Cdh1-APC/C	2/58	0.27949613451434796	0.5196997090041324	0	0	1.9592837134853942	2.49762986203059	FZR1;PSMD4
ATF2 transcription factor network	2/59	0.2861615350878537	0.5262673628521216	0	0	1.9248120300751879	2.408322539995044	DUSP8;BCL2L1
Chagas disease	3/104	0.2868823128749839	0.5262673628521216	0	0	1.630325953943709	2.0357606406078617	PPP2R2B;AKT2;CD3E
Signaling by NODAL	1/19	0.29128635775552525	0.5262673628521216	0	0	3.0451582867783986	3.7560457639528644	FURIN
Calcineurin in effects in keratinocyte differentiation	1/19	0.29128635775552525	0.5262673628521216	0	0	3.0451582867783986	3.7560457639528644	NFATC3
Small ligand GPCRs	1/19	0.29128635775552525	0.5262673628521216	0	0	3.0451582867783986	3.7560457639528644	S1PR1
FRS2-mediated activation	1/19	0.29128635775552525	0.5262673628521216	0	0	3.0451582867783986	3.7560457639528644	MAP2K2
GABA biosynthesis, release, reuptake and degradation	1/19	0.29128635775552525	0.5262673628521216	0	0	3.0451582867783986	3.7560457639528644	GAD1
Inhibition of T cell receptor signaling by activated Csk	1/19	0.29128635775552525	0.5262673628521216	0	0	3.0451582867783986	3.7560457639528644	CD3E
Lissencephaly gene (LIS1) in neuronal migration and development	1/19	0.29128635775552525	0.5262673628521216	0	0	3.0451582867783986	3.7560457639528644	RELN
MAL role in Rho-mediated activation of SRF	1/19	0.29128635775552525	0.5262673628521216	0	0	3.0451582867783986	3.7560457639528644	MAP2K2
Mitochondrial gene expression	1/19	0.29128635775552525	0.5262673628521216	0	0	3.0451582867783986	3.7560457639528644	HCFC1
ERBB1 downstream pathway	3/106	0.29667684825141677	0.5341301034365773	0	0	1.5985055088905857	1.9423628831425397	MAP2K2;WASF2;BCL2L1
HIV genome transcription	2/61	0.2994710270891688	0.5341301034365773	0	0	1.8593742581778474	2.24191746244572	TCEA1;POLR2J
Integrin signaling pathway	4/155	0.3034614229675185	0.5341301034365773	0	0	1.4543419457140192	1.7343039101080029	MAP2K3;MAP2K2;AKT2;TSPAN7
4-1BB-dependent immune response	1/20	0.30401984489471373	0.5341301034365773	0	0	2.8847397824169363	3.43475090552522	MAP2K3
RNA polymerase III abortive and retractive initiation	1/20	0.30401984489471373	0.5341301034365773	0	0	2.8847397824169363	3.43475090552522	NFIA
Apoptotic signaling in response to DNA damage	1/20	0.30401984489471373	0.5341301034365773	0	0	2.8847397824169363	3.43475090552522	BCL2L1
Sprouty regulation of tyrosine kinase signals	1/20	0.30401984489471373	0.5341301034365773	0	0	2.8847397824169363	3.43475090552522	MAP2K2
Dual incision reaction in GG-NER	1/20	0.30401984489471373	0.5341301034365773	0	0	2.8847397824169363	3.43475090552522	DDB1
GATA3-mediated activation of Th2 cytokine expression	1/20	0.30401984489471373	0.5341301034365773	0	0	2.8847397824169363	3.43475090552522	MAP2K3
Gene expression regulation in pancreatic beta cells	1/20	0.30401984489471373	0.5341301034365773	0	0	2.8847397824169363	3.43475090552522	AKT2
Nerve growth factor (NGF) pathway	1/20	0.30401984489471373	0.5341301034365773	0	0	2.8847397824169363	3.43475090552522	DPM2
Signaling by insulin receptor	3/109	0.31140293199394226	0.5451698950105259	0	0	1.5530262878948484	1.8118654584077367	MAP2K2;AKT2;ATP6V1E2
Proteasome degradation	2/63	0.3127397172446588	0.5451698950105259	0	0	1.798227487716398	2.0902308757081673	PSMD4;UBC
Leptin influence on immune response	3/110	0.3163172834109199	0.5451698950105259	0	0	1.5384332668276803	1.7707513170818314	PRF1;CD3E;BATF
Prion pathway	1/21	0.31652517442123257	0.5451698950105259	0	0	2.74036312849162	3.1523835772083735	HSPA5
CD28-dependent PI3K/Akt signaling	1/21	0.31652517442123257	0.5451698950105259	0	0	2.74036312849162	3.1523835772083735	AKT2
T cell activation co-stimulatory signal	1/21	0.31652517442123257	0.5451698950105259	0	0	2.74036312849162	3.1523835772083735	CD3E
Y branching of actin filaments	1/21	0.31652517442123257	0.5451698950105259	0	0	2.74036312849162	3.1523835772083735	WASF2
Mitochondrial role in apoptotic signaling	1/21	0.31652517442123257	0.5451698950105259	0	0	2.74036312849162	3.1523835772083735	BCL2L1
Endothelins	2/64	0.31935437210411627	0.5486946442279056	0	0	1.769133459835547	2.019384302270279	MAP2K2;PRKCH
Oncostatin M	7/311	0.32580762085190573	0.5554055486525974	0	0	1.264942808014354	1.4185678248932192	MAP2K2;ARHGEF12;HSPA5;RAD23A;PRDM1;PCDH1;ABCG2
ERK1/ERK2 MAPK pathway	2/65	0.3259536906734244	0.5554055486525974	0	0	1.7409630518874217	1.9516195130156941	DPM2;MAP2K2
Lipid metabolism regulation by peroxisome proliferator-activated receptor alpha (PPAR-alpha)	3/112	0.3261494171406624	0.5554055486525974	0	0	1.5100505102566746	1.6918600901002547	RXRA;TBL1XR1;MED27
AKT signaling pathway	1/22	0.32880642323941217	0.5554055486525974	0	0	2.609736632083001	2.9027737298750194	FOXO4
Beta-alanine metabolism	1/22	0.32880642323941217	0.5554055486525974	0	0	2.609736632083001	2.9027737298750194	GAD1
CTLA4 inhibitory signaling	1/22	0.32880642323941217	0.5554055486525974	0	0	2.609736632083001	2.9027737298750194	AKT2
Nephrin interactions	1/22	0.32880642323941217	0.5554055486525974	0	0	2.609736632083001	2.9027737298750194	CD2AP
mTOR signaling pathway	3/113	0.3310655653528976	0.5565394755692595	0	0	1.4962461695607763	1.6540086309070616	MAP2K2;AKT2;EEF2
Oocyte meiosis	3/113	0.3310655653528976	0.5565394755692595	0	0	1.4962461695607763	1.6540086309070616	CDC20;SLK;CHP1
G1 to S cell cycle control	2/67	0.3391000687431866	0.566227925432481	0	0	1.6872225813402284	1.824663778587352	ORC5;E2F2
Proximal tubule bicarbonate reclamation	1/23	0.3408675956241184	0.566227925432481	0	0	2.4909852717115286	2.680950697395268	SLC4A4
RNA polymerase III transcription termination	1/23	0.3408675956241184	0.566227925432481	0	0	2.4909852717115286	2.680950697395268	NFIA
Deadenylation of mRNA	1/23	0.3408675956241184	0.566227925432481	0	0	2.4909852717115286	2.680950697395268	PARN
Mitochondrial pathway of apoptosis: antiapoptotic Bcl-2 family	1/23	0.3408675956241184	0.566227925432481	0	0	2.4909852717115286	2.680950697395268	BCL2L1
Vascular smooth muscle contraction	3/116	0.34580483460087835	0.5730713689248599	0	0	1.4562990951576016	1.546415938858016	MAP2K2;PRKCH;ARHGEF12
PPAR signaling pathway	2/69	0.35216695348298743	0.5776905366211758	0	0	1.63669049709436	1.7081319000740274	RXRA;UBC
Proteasome complex	1/24	0.3527126243564383	0.5776905366211758	0	0	2.3825601165897496	2.4828698261299613	PSMD4
Protein export	1/24	0.3527126243564383	0.5776905366211758	0	0	2.3825601165897496	2.4828698261299613	HSPA5
Triacylglyceride biosynthesis	1/24	0.3527126243564383	0.5776905366211758	0	0	2.3825601165897496	2.4828698261299613	PNPLA2
Lysosome vesicle biogenesis	1/24	0.3527126243564383	0.5776905366211758	0	0	2.3825601165897496	2.4828698261299613	DNASE2
Signaling events mediated by VEGFR1 and VEGFR2	2/70	0.35866712272545426	0.5820038264595913	0	0	1.612539133300379	1.6534340213089127	MAP2K3;MAP2K2
G alpha q pathway	2/70	0.35866712272545426	0.5820038264595913	0	0	1.612539133300379	1.6534340213089127	PRKCH;AKT2
Long-term depression	2/70	0.35866712272545426	0.5820038264595913	0	0	1.612539133300379	1.6534340213089127	RYR1;MAP2K2
Long-term potentiation	2/70	0.35866712272545426	0.5820038264595913	0	0	1.612539133300379	1.6534340213089127	MAP2K2;CHP1
Immunoregulatory interactions between a lymphoid and a non-lymphoid cell	3/119	0.3605143978881405	0.583650330068329	0	0	1.4184182487407981	1.4471034662127216	CD81;CDH1;CD3E
SHC1 events in ERBB2 signaling	1/25	0.36434537236051595	0.5857938211576186	0	0	2.2831703910614527	2.305209917107198	MAP2K2
Basigin interactions	1/25	0.36434537236051595	0.5857938211576186	0	0	2.2831703910614527	2.305209917107198	SLC16A1
PIP2 hydrolysis	1/25	0.36434537236051595	0.5857938211576186	0	0	2.2831703910614527	2.305209917107198	PRKCH
Costimulation by the CD28 family	2/72	0.37159447347345004	0.585916593819641	0	0	1.5663065226090436	1.550568500842768	AKT2;CD3E
Transmembrane transport of small molecules	9/432	0.3724865232475315	0.585916593819641	0	0	1.1682674772036474	1.1537277120443155	SLC14A1;NUP107;SLC16A1;SLC2A1;CYBRD1;SLC4A4;ATP6V1E2;ABCG2;FTL
Physiological and pathological hypertrophy  of the heart	1/26	0.37576963341893693	0.585916593819641	0	0	2.191731843575419	2.145221103071562	MAP2K3
Acyl chain remodelling of phosphatidylcholine	1/26	0.37576963341893693	0.585916593819641	0	0	2.191731843575419	2.145221103071562	MBOAT2
RXR/VDR pathway	1/26	0.37576963341893693	0.585916593819641	0	0	2.191731843575419	2.145221103071562	RXRA
Termination of O-glycan biosynthesis	1/26	0.37576963341893693	0.585916593819641	0	0	2.191731843575419	2.145221103071562	ST6GALNAC4
ERBB2 role in signal transduction and oncology	1/26	0.37576963341893693	0.585916593819641	0	0	2.191731843575419	2.145221103071562	MAP2K2
Interaction between L1-type proteins and ankyrins	1/26	0.37576963341893693	0.585916593819641	0	0	2.191731843575419	2.145221103071562	ANK1
Myc repressed pathway	2/73	0.37801923731261955	0.585916593819641	0	0	1.5441669625596717	1.5021813597849498	PDGFRB;ID2
Insulin signaling pathway	6/277	0.3790426681381015	0.585916593819641	0	0	1.2148897692942935	1.178572461243486	MAP2K3;GSK3A;PRKCH;MAP2K2;AKT2;SLC2A1
Actin cytoskeleton regulation	5/226	0.38237469798577733	0.585916593819641	0	0	1.241148349822328	1.1931832612739213	PDGFRB;MAP2K2;ARHGEF12;CFL2;WASF2
Adherens junction cell adhesion	2/74	0.3844165332138558	0.585916593819641	0	0	1.522642390289449	1.4556896610698669	CDH1;WASF2
RANKL regulation of apoptosis and immune response	2/74	0.3844165332138558	0.585916593819641	0	0	1.522642390289449	1.4556896610698669	RPS20;MKI67
Wnt/calcium/cyclic GMP pathway	2/74	0.3844165332138558	0.585916593819641	0	0	1.522642390289449	1.4556896610698669	PRKCH;NFATC3
Pentose phosphate pathway	1/27	0.38698913400641055	0.585916593819641	0	0	2.1073270305113883	2.0006091739799117	RPIA
Proteins and DNA sequences in cardicac structures	1/27	0.38698913400641055	0.585916593819641	0	0	2.1073270305113883	2.0006091739799117	NFATC3
BAD phosphorylation regulation	1/27	0.38698913400641055	0.585916593819641	0	0	2.1073270305113883	2.0006091739799117	BCL2L1
CTCF pathway	1/27	0.38698913400641055	0.585916593819641	0	0	2.1073270305113883	2.0006091739799117	TGFBR3
Cell cycle: G2/M checkpoint	1/27	0.38698913400641055	0.585916593819641	0	0	2.1073270305113883	2.0006091739799117	CDC34
Collecting duct acid secretion	1/27	0.38698913400641055	0.585916593819641	0	0	2.1073270305113883	2.0006091739799117	ATP6V1E2
Control of gene expression by vitamin D receptor	1/27	0.38698913400641055	0.585916593819641	0	0	2.1073270305113883	2.0006091739799117	RXRA
TNF/stress-related signaling	1/27	0.38698913400641055	0.585916593819641	0	0	2.1073270305113883	2.0006091739799117	MAP2K3
TWEAK regulation of gene expression	1/27	0.38698913400641055	0.585916593819641	0	0	2.1073270305113883	2.0006091739799117	BCL2L1
ERK5 role in neuronal survival pathway	1/27	0.38698913400641055	0.585916593819641	0	0	2.1073270305113883	2.0006091739799117	MAP2K2
VEGFR1 pathway	1/27	0.38698913400641055	0.585916593819641	0	0	2.1073270305113883	2.0006091739799117	CD2AP
Insulin regulation of blood glucose	1/27	0.38698913400641055	0.585916593819641	0	0	2.1073270305113883	2.0006091739799117	AKT2
Kinesins	1/27	0.38698913400641055	0.585916593819641	0	0	2.1073270305113883	2.0006091739799117	KIF4A
Prolactin activation of MAPK signaling	2/75	0.3907852773609233	0.589119310602166	0	0	1.5017075323279996	1.410999941210942	MAP2K2;PPIB
Glycolysis and gluconeogenesis	2/75	0.3907852773609233	0.589119310602166	0	0	1.5017075323279996	1.410999941210942	SLC2A1;BPGM
RIG-I/MDA5-mediated induction of interferon-alpha/beta pathways	2/76	0.39712443360739336	0.5923636545389728	0	0	1.4813384813384813	1.3680244017150176	UBC;UBA52
PTM: gamma carboxylation, hypusine formation and arylsulfatase activation	1/28	0.3980075339341743	0.5923636545389728	0	0	2.0291744258224704	1.8694466305549458	FURIN
G-protein beta-gamma signalling	1/28	0.3980075339341743	0.5923636545389728	0	0	2.0291744258224704	1.8694466305549458	AKT2
Interleukin receptor SHC signaling	1/28	0.3980075339341743	0.5923636545389728	0	0	2.0291744258224704	1.8694466305549458	IL2RB
Messenger RNA capping	1/28	0.3980075339341743	0.5923636545389728	0	0	2.0291744258224704	1.8694466305549458	POLR2J
PKB-mediated events	1/28	0.3980075339341743	0.5923636545389728	0	0	2.0291744258224704	1.8694466305549458	AKT2
Focal adhesion	5/233	0.40724413539954735	0.5970598498758547	0	0	1.2026092774308652	1.0803549431483135	MAP2K3;PDGFRB;RELN;MAP2K2;AKT2
Post-translational modification: biosynthesis of GPI-anchored proteins	1/29	0.4088284278750503	0.5970598498758547	0	0	1.9566041500399043	1.7501035663436497	DPM2
Adherens junction actin cytoskeletal organization	1/29	0.4088284278750503	0.5970598498758547	0	0	1.9566041500399043	1.7501035663436497	CDH1
Amine compound SLC transporters	1/29	0.4088284278750503	0.5970598498758547	0	0	1.9566041500399043	1.7501035663436497	SLC14A1
RNA polymerase	1/29	0.4088284278750503	0.5970598498758547	0	0	1.9566041500399043	1.7501035663436497	POLR2J
Reelin signaling pathway	1/29	0.4088284278750503	0.5970598498758547	0	0	1.9566041500399043	1.7501035663436497	RELN
Sema4D in semaphorin signaling	1/29	0.4088284278750503	0.5970598498758547	0	0	1.9566041500399043	1.7501035663436497	ARHGEF12
Transferrin endocytosis and recycling	1/29	0.4088284278750503	0.5970598498758547	0	0	1.9566041500399043	1.7501035663436497	ATP6V1E2
Influence of Ras and Rho proteins on G1 to S transition	1/29	0.4088284278750503	0.5970598498758547	0	0	1.9566041500399043	1.7501035663436497	MAP2K2
Activation of matrix metalloproteinases	1/30	0.41945534653001554	0.6025372908146329	0	0	1.8890387208630322	1.6411934465475866	FURIN
Retinoic acid receptor-mediated signaling	1/30	0.41945534653001554	0.6025372908146329	0	0	1.8890387208630322	1.6411934465475866	RXRA
Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein	1/30	0.41945534653001554	0.6025372908146329	0	0	1.8890387208630322	1.6411934465475866	DPM2
Butanoate metabolism	1/30	0.41945534653001554	0.6025372908146329	0	0	1.8890387208630322	1.6411934465475866	GAD1
Signaling pathway from G-protein families	1/30	0.41945534653001554	0.6025372908146329	0	0	1.8890387208630322	1.6411934465475866	NFATC3
Gap junction trafficking and regulation	1/30	0.41945534653001554	0.6025372908146329	0	0	1.8890387208630322	1.6411934465475866	AP2M1
Inflammatory response pathway	1/30	0.41945534653001554	0.6025372908146329	0	0	1.8890387208630322	1.6411934465475866	IL2RB
O-glycan biosynthesis	1/30	0.41945534653001554	0.6025372908146329	0	0	1.8890387208630322	1.6411934465475866	GALNT10
Cardiac muscle contraction	2/80	0.422166043607941	0.6051909950289707	0	0	1.4050851109674638	1.211684382569545	UQCRB;UQCRFS1
Tight junction	3/133	0.4282234368107619	0.6063463218475705	0	0	1.2647579948141745	1.0726541192517234	PRKCH;PPP2R2B;AKT2
MAP kinase signaling pathway	2/81	0.42834328764862545	0.6063463218475705	0	0	1.387228309045137	1.1761342363531324	MAP2K3;MAP2K2
Ras family activation regulation	1/31	0.42989175742973257	0.6063463218475705	0	0	1.8259776536312848	1.541530194262086	LGALS3
CD28 co-stimulation	1/31	0.42989175742973257	0.6063463218475705	0	0	1.8259776536312848	1.541530194262086	AKT2
CD40/CD40L signaling	1/31	0.42989175742973257	0.6063463218475705	0	0	1.8259776536312848	1.541530194262086	BCL2L1
Keratan sulfate/keratin metabolism	1/31	0.42989175742973257	0.6063463218475705	0	0	1.8259776536312848	1.541530194262086	B3GNT7
NF-kappaB activation by non-typeable Hemophilus influenzae	1/31	0.42989175742973257	0.6063463218475705	0	0	1.8259776536312848	1.541530194262086	MAP2K3
PD-1 signaling	1/31	0.42989175742973257	0.6063463218475705	0	0	1.8259776536312848	1.541530194262086	CD3E
SMAD2/3 nuclear pathway	2/82	0.43448565108486686	0.6115952638764893	0	0	1.3698179271708684	1.1418697570264535	FOXO4;RUNX3
Pancreatic beta-cell development regulation	1/32	0.44014106648907614	0.61339739087245	0	0	1.766985042349973	1.4500939409602294	AKT2
Alanine, aspartate and glutamate metabolism	1/32	0.44014106648907614	0.61339739087245	0	0	1.766985042349973	1.4500939409602294	GAD1
Sphingolipid de novo biosynthesis	1/32	0.44014106648907614	0.61339739087245	0	0	1.766985042349973	1.4500939409602294	VAPB
Hypothetical network for drug addiction	1/32	0.44014106648907614	0.61339739087245	0	0	1.766985042349973	1.4500939409602294	MAP2K2
Netrin-mediated signaling events	1/32	0.44014106648907614	0.61339739087245	0	0	1.766985042349973	1.4500939409602294	MAP2K2
Chemokine signaling pathway	4/189	0.44118056317344895	0.6136261404456105	0	0	1.1849866768176627	0.9696758383570787	GSK3A;AKT2;CXCR3;CCR5
E2F-mediated regulation of DNA replication	1/33	0.45020661880033036	0.6212496846043929	0	0	1.711679469273743	1.3660034874727087	ORC5
Fluoropyrimidine activity	1/33	0.45020661880033036	0.6212496846043929	0	0	1.711679469273743	1.3660034874727087	ABCG2
Global genomic nucleotide excision repair (GG-NER)	1/33	0.45020661880033036	0.6212496846043929	0	0	1.711679469273743	1.3660034874727087	DDB1
Glycoprotein VI-mediated activation cascade	1/33	0.45020661880033036	0.6212496846043929	0	0	1.711679469273743	1.3660034874727087	AKT2
Capped intron-containing pre-mRNA processing	3/138	0.45182373919120505	0.622235433116477	0	0	1.2176029962546817	0.9673406908438301	NUP107;SNRPD2;POLR2J
C-Myb transcription factor network	2/85	0.45269624948559667	0.622235433116477	0	0	1.320103945192535	1.046227140421749	PIM1;GATA1
p53 signaling pathway	3/139	0.45649667164523594	0.6238380688111821	0	0	1.2085880700594844	0.9477431841377001	E2F2;PRDM1;BCL2L1
Progesterone-mediated oocyte maturation	2/86	0.4586920657981965	0.6238380688111821	0	0	1.3043217286914766	1.016557279455189	FZR1;AKT2
EGF receptor transactivation by GPCRs in cardiac hypertrophy	1/34	0.46009169982222703	0.6238380688111821	0	0	1.659725749111224	1.2884939977529624	MAP2K2
EPO receptor signaling	1/34	0.46009169982222703	0.6238380688111821	0	0	1.659725749111224	1.2884939977529624	MAP2K2
Fatty acid beta oxidation	1/34	0.46009169982222703	0.6238380688111821	0	0	1.659725749111224	1.2884939977529624	PNPLA2
Interleukin-7 interactions in immune response	1/34	0.46009169982222703	0.6238380688111821	0	0	1.659725749111224	1.2884939977529624	UBC
MAPK/TRK pathway	1/34	0.46009169982222703	0.6238380688111821	0	0	1.659725749111224	1.2884939977529624	MAP2K3
Primary immunodeficiency	1/35	0.4697995364830696	0.6319320236469286	0	0	1.6108281301347354	1.216898811590361	CD3E
Autophagy regulation	1/35	0.4697995364830696	0.6319320236469286	0	0	1.6108281301347354	1.216898811590361	GABARAPL2
MEF2D role in T cell apoptosis	1/35	0.4697995364830696	0.6319320236469286	0	0	1.6108281301347354	1.216898811590361	CD3E
SLC-mediated transmembrane transport	5/251	0.47038561592112427	0.6319320236469286	0	0	1.1135799917321207	0.8398647705789544	SLC14A1;NUP107;SLC16A1;SLC2A1;SLC4A4
HIF-1 degradation in normoxia	2/88	0.4705684969239611	0.6319320236469286	0	0	1.273858380561527	0.9602519593712167	PSMD4;PSMG3
SNARE interactions in vesicular transport	1/36	0.4793332981378983	0.6379797831132135	0	0	1.5647246608140464	1.1506345226975228	VAMP4
Signaling to ERKs	1/36	0.4793332981378983	0.6379797831132135	0	0	1.5647246608140464	1.1506345226975228	MAP2K2
Generation of second messenger molecules	1/36	0.4793332981378983	0.6379797831132135	0	0	1.5647246608140464	1.1506345226975228	CD3E
Neurotransmitter release cycle	1/36	0.4793332981378983	0.6379797831132135	0	0	1.5647246608140464	1.1506345226975228	GAD1
G alpha (i) signaling events	4/199	0.4805325613177984	0.6379797831132135	0	0	1.1236403033586133	0.8234713556289773	CXCR3;S1PR1;CCR5;S1PR5
Jak-STAT signaling pathway	4/199	0.4805325613177984	0.6379797831132135	0	0	1.1236403033586133	0.8234713556289773	AKT2;IL2RB;PIM1;BCL2L1
Gap junction pathway	2/90	0.4822877383032038	0.6390996305303325	0	0	1.2447797300738477	0.9077112736398771	PDGFRB;MAP2K2
ALK in cardiac myocytes	1/37	0.4886960975816878	0.6427316405342648	0	0	1.5211824953445066	1.0891886630300731	TGFBR3
FRA pathway	1/37	0.4886960975816878	0.6427316405342648	0	0	1.5211824953445066	1.0891886630300731	NFATC3
Interleukin-23-mediated signaling events	1/37	0.4886960975816878	0.6427316405342648	0	0	1.5211824953445066	1.0891886630300731	CD3E
Latent infection of Homo sapiens with Mycobacterium tuberculosis	1/37	0.4886960975816878	0.6427316405342648	0	0	1.5211824953445066	1.0891886630300731	ATP6V1E2
Messenger RNA processing	4/203	0.4959739984056219	0.6451415628318318	0	0	1.1008280840823836	0.7719356326926277	NUP107;TMED10;SNRPD2;POLR2J
Signal transduction through IL-1R	1/38	0.4978909921426833	0.6451415628318318	0	0	1.4799939604408878	1.0321094816199912	MAP2K3
Signaling events mediated by HDAC class II	1/38	0.4978909921426833	0.6451415628318318	0	0	1.4799939604408878	1.0321094816199912	GATA1
Signaling of hepatocyte growth factor receptor	1/38	0.4978909921426833	0.6451415628318318	0	0	1.4799939604408878	1.0321094816199912	MAP2K2
Striated muscle contraction	1/38	0.4978909921426833	0.6451415628318318	0	0	1.4799939604408878	1.0321094816199912	MYL4
Transport of mature mRNAs derived from intronless transcripts	1/38	0.4978909921426833	0.6451415628318318	0	0	1.4799939604408878	1.0321094816199912	NUP107
Trefoil factor initiation of mucosal healing	1/38	0.4978909921426833	0.6451415628318318	0	0	1.4799939604408878	1.0321094816199912	MAP2K2
Nuclear receptors	1/38	0.4978909921426833	0.6451415628318318	0	0	1.4799939604408878	1.0321094816199912	RXRA
Extracellular matrix organization	2/93	0.4995635372848633	0.6461144642743343	0	0	1.2035583464154893	0.8352941499667333	FURIN;PPIB
Phospholipid metabolism	4/205	0.503621937564401	0.6472706926472392	0	0	1.0897624553289889	0.7475001248618066	VAPB;MBOAT2;LPIN2;PNPLA2
ERBB signaling pathway	2/94	0.5052396503483776	0.6472706926472392	0	0	1.190415296553404	0.8127231967439285	MAP2K2;AKT2
Tricarboxylic acid (TCA) cycle	1/39	0.5069209846837865	0.6472706926472392	0	0	1.4409732431637754	0.9789974177907556	SDHB
