Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Messenger RNA splicing: minor pathway	1/42	0.5063436488636931	0.743410395405473	0	0	1.4418160446664707	0.9812130473318631	SRSF6
Cleavage of growing transcript in the termination region	1/43	0.5145803043424995	0.75167806482436	0	0	1.4074153757888697	0.935091917791827	SRSF6
PI3K class IB pathway in neutrophils	1/43	0.5145803043424995	0.75167806482436	0	0	1.4074153757888697	0.935091917791827	NCF1
Interleukin-4 signaling pathway	2/104	0.5189623854270168	0.7539658085752766	0	0	1.1589953201824537	0.7602126998231842	PTPN6;JAK2
Actin cytoskeleton regulation	4/226	0.5210972745448534	0.7539658085752766	0	0	1.064925107478299	0.694137936514953	APC2;TMSB4XP8;RAF1;BAIAP2
Gastrin pathway	1/44	0.5226799366206424	0.7539658085752766	0	0	1.374614738021855	0.8918307673451705	HGF
HNF3A pathway	1/44	0.5226799366206424	0.7539658085752766	0	0	1.374614738021855	0.8918307673451705	PISD
PI3K events in ERBB2 signaling	1/44	0.5226799366206424	0.7539658085752766	0	0	1.374614738021855	0.8918307673451705	PHLPP1
Fibroblast growth factor receptor pathway	2/105	0.5240917105021827	0.7541169998996494	0	0	1.1476842753644443	0.7415057151584703	RPS6KA5;RAF1
RNA polymerase III transcription	1/45	0.5306448184797996	0.7597569733569339	0	0	1.3433050383351588	0.8512018586571478	SNAPC4
Interleukin-12/STAT4 pathway	1/45	0.5306448184797996	0.7597569733569339	0	0	1.3433050383351588	0.8512018586571478	JAK2
Polo-like kinase 1 (PLK1) pathway	1/46	0.5384771850222738	0.7671637919946963	0	0	1.3133868808567604	0.8129998113484773	GORASP1
Syndecan 1 pathway	1/46	0.5384771850222738	0.7671637919946963	0	0	1.3133868808567604	0.8129998113484773	HGF
Signaling by insulin receptor	2/109	0.5442387254193081	0.7705266950201967	0	0	1.1045543100770816	0.6719747176851862	ATP6V1A;RAF1
ABC transporters	1/47	0.5461792344250614	0.7705266950201967	0	0	1.2847695128339445	0.7770389937696361	ABCC10
Regulation of NFAT transcription factors	1/47	0.5461792344250614	0.7705266950201967	0	0	1.2847695128339445	0.7770389937696361	TLE4
Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways	1/47	0.5461792344250614	0.7705266950201967	0	0	1.2847695128339445	0.7770389937696361	NOD2
Developmental biology	7/420	0.552048772257589	0.7741128207995489	0	0	1.001039825309348	0.5947366609183491	RPS6KA5;MED8;TCF4;RBPJ;RAF1;ACVR2B;MED18
Activation of chaperones by IRE1 alpha	1/48	0.5537531285043358	0.7741128207995489	0	0	1.257369905152525	0.7431512664933358	CUL7
Presenilin action in Notch and Wnt signaling	1/48	0.5537531285043358	0.7741128207995489	0	0	1.257369905152525	0.7431512664933358	RBPJ
Epidermal growth factor receptor (EGFR) pathway	2/111	0.5540876862915316	0.7741128207995489	0	0	1.08417639069819	0.640132788430687	RPS6KA5;RAF1
Lipid metabolism regulation by peroxisome proliferator-activated receptor alpha (PPAR-alpha)	2/112	0.5589555459726679	0.7783965701983051	0	0	1.0742653117275474	0.6248843757849976	MED8;MED18
Amino acid and oligopeptide SLC transporters	1/49	0.5612009934185354	0.7783965701983051	0	0	1.2311119477911647	0.7111840232527163	SLC6A6
Deadenylation-dependent mRNA decay	1/49	0.5612009934185354	0.7783965701983051	0	0	1.2311119477911647	0.7111840232527163	EIF4A3
mTOR signaling pathway	2/113	0.5637855135178877	0.7801060942441757	0	0	1.0645328107563756	0.610063948206935	ULK2;RAF1
Aquaporin-mediated transport	1/50	0.5685249199750587	0.7847820067598298	0	0	1.2059257437914925	0.6809984861317812	ADCY4
Disease	11/674	0.5699790960812938	0.7849115475868892	0	0	0.9791930149986416	0.550458829388799	ATP6V1A;CPSF4;CUL7;PHLPP1;NCF1;ADCY4;ELMO1;NELFA;GTF2H3;RAF1;ATF3
Fas signaling pathway	2/115	0.5733314211215029	0.7871906599979928	0	0	1.0455845787771034	0.5816496391982879	MAP3K1;PTPN6
Glutathione metabolism	1/51	0.5757269645045978	0.7871906599979928	0	0	1.1817469879518072	0.6524682157855655	GPX3
Malaria	1/51	0.5757269645045978	0.7871906599979928	0	0	1.1817469879518072	0.6524682157855655	HGF
Vascular smooth muscle contraction	2/116	0.5780472188783705	0.787543042526943	0	0	1.0363597816292998	0.5680285062186841	ADCY4;RAF1
Leukocyte transendothelial migration	2/117	0.5827248391079033	0.787543042526943	0	0	1.0272954157362406	0.554780799308798	NCF1;GNAI1
Signaling events mediated by PTP1B	1/52	0.582809149322365	0.787543042526943	0	0	1.158516418615639	0.6254778078969256	JAK2
Taste transduction	1/52	0.582809149322365	0.787543042526943	0	0	1.158516418615639	0.6254778078969256	ADCY4
Drug metabolism: other enzymes	1/52	0.582809149322365	0.787543042526943	0	0	1.158516418615639	0.6254778078969256	TK2
HIV life cycle	2/118	0.5873642421663074	0.7884106937136419	0	0	1.0183873320137515	0.5418942225837723	NELFA;GTF2H3
Starch and sucrose metabolism	1/53	0.589773463333976	0.7884106937136419	0	0	1.1361793327154772	0.599921748519286	PYGM
JNK/MAPK pathway	1/53	0.589773463333976	0.7884106937136419	0	0	1.1361793327154772	0.599921748519286	MAP3K1
PI3K pathway	1/53	0.589773463333976	0.7884106937136419	0	0	1.1361793327154772	0.599921748519286	RPS6KA5
Phospholipase C-mediated cascade	1/54	0.5966218623909754	0.7884106937136419	0	0	1.1146851557172084	0.5757034071170539	ADCY4
RANKL signaling pathway	1/54	0.5966218623909754	0.7884106937136419	0	0	1.1146851557172084	0.5757034071170539	TNFRSF11A
Arginine and proline metabolism	1/54	0.5966218623909754	0.7884106937136419	0	0	1.1146851557172084	0.5757034071170539	SAT1
Non-small cell lung cancer	1/54	0.5966218623909754	0.7884106937136419	0	0	1.1146851557172084	0.5757034071170539	RAF1
TGF-beta signaling pathway	3/185	0.5976094589190061	0.7884106937136419	0	0	0.9732767232767233	0.5010601981223404	RAF1;HDAC9;ATF3
Notch signaling pathway	2/121	0.6010529270478557	0.7884106937136419	0	0	0.9925613750031734	0.5052854855408068	RBPJ;JAK2
Generic transcription pathway	6/377	0.6012173618242553	0.7884106937136419	0	0	0.9543262691955785	0.48556000608675615	ZNF528;MED8;RBPJ;ZNF555;ZNF169;ZNF543
Calcineurin-dependent NFAT signaling role in lymphocytes	1/55	0.6033562701585728	0.7884106937136419	0	0	1.093987059348505	0.5527341472086131	MAP3K1
TAp63 pathway	1/55	0.6033562701585728	0.7884106937136419	0	0	1.093987059348505	0.5527341472086131	DST
Vibrio cholerae infection	1/55	0.6033562701585728	0.7884106937136419	0	0	1.093987059348505	0.5527341472086131	ATP6V1A
SLC-mediated transmembrane transport	4/251	0.6039471865189423	0.7884106937136419	0	0	0.9559085930866446	0.48203461570526146	SLC6A6;SLC24A4;SLC12A6;SLC8B1
Steroid hormone biosynthesis	1/56	0.60997857837473	0.7944867713819846	0	0	1.074041621029573	0.5309325409822548	AKR1C1
Transmission across chemical synapses	3/190	0.6156597427091465	0.7975674968285893	0	0	0.9470102090422946	0.45935756160633545	ADCY4;RAF1;GNAI1
Pre-NOTCH expression and processing	1/57	0.6164906474619598	0.7975674968285893	0	0	1.0548085197934596	0.5102236725507501	RBPJ
PI3K cascade	1/57	0.6164906474619598	0.7975674968285893	0	0	1.0548085197934596	0.5102236725507501	PHLPP1
Integration of energy metabolism	2/125	0.6187690461561514	0.7987242497362401	0	0	0.960086458870631	0.4608637588125738	ADCY4;GNAI1
HIV-1 Nef as negative effector of Fas and TNF	1/58	0.6228943071084218	0.8004677398698427	0	0	1.0362502642147537	0.4905385191181255	MAP3K1
Nucleotide excision repair	1/58	0.6228943071084218	0.8004677398698427	0	0	1.0362502642147537	0.4905385191181255	GTF2H3
ATF2 transcription factor network	1/59	0.6291913567665298	0.8067631396761948	0	0	1.0183319484835895	0.4718134002796654	ATF3
RAGE pathway	1/60	0.6353835659286644	0.8110980476567243	0	0	1.001021033285685	0.4539894871885432	TRMT1
Neurotrophic factor-mediated Trk receptor signaling	1/60	0.6353835659286644	0.8110980476567243	0	0	1.001021033285685	0.4539894871885432	ELMO1
FGF signaling pathway	1/61	0.6414726750276565	0.8134719417383687	0	0	0.9842871485943775	0.4370123629381898	HGF
Glucose metabolism	1/61	0.6414726750276565	0.8134719417383687	0	0	0.9842871485943775	0.4370123629381898	PYGM
Ion channel transport	1/61	0.6414726750276565	0.8134719417383687	0	0	0.9842871485943775	0.4370123629381898	ATP10D
G alpha (i) signaling events	3/199	0.6467540578256935	0.8183708143978622	0	0	0.9031076066790352	0.3935645267585128	ADCY4;OXER1;GNAI1
HIV infection	3/200	0.6500969713560921	0.8208007712745409	0	0	0.8984771573604061	0.3869145790440944	ELMO1;NELFA;GTF2H3
Adipogenesis	2/133	0.6523754442910641	0.8218791077640698	0	0	0.9010862295611264	0.38488550989994336	STAT2;AHR
MAPK cascade role in angiogenesis	1/64	0.6591383757978295	0.8265655432050687	0	0	0.9372729011283228	0.3906757665607807	RAF1
Ubiquitin-mediated proteolysis	2/136	0.6643568485284678	0.8265655432050687	0	0	0.8807773819723137	0.3601814485755743	CUL7;MAP3K1
Oxidative phosphorylation	2/136	0.6643568485284678	0.8265655432050687	0	0	0.8807773819723137	0.3601814485755743	ATP6V1A;NDUFS7
Glioma	1/65	0.6648319187695025	0.8265655432050687	0	0	0.9225809487951807	0.3766169396437152	RAF1
Interleukin-12-mediated signaling events	1/65	0.6648319187695025	0.8265655432050687	0	0	0.9225809487951807	0.3766169396437152	JAK2
Diabetes pathways	2/137	0.6682762610266867	0.8265655432050687	0	0	0.8742083473201298	0.3523528447288421	CUL7;ATF3
Gastrin-CREB signaling pathway via PKC and MAPK	3/206	0.6696812624975121	0.8265655432050687	0	0	0.8716524854455889	0.3494920341142435	F2RL1;TACR1;RAF1
Retinoblastoma protein regulation	1/66	0.6704306406893621	0.8265655432050687	0	0	0.9083410565338276	0.36318656975000907	RAF1
Capped intron-containing pre-mRNA processing	2/138	0.6721586987961581	0.8265655432050687	0	0	0.8677359161187134	0.34471747066227776	NXF1;SRSF6
Adipocytokine signaling pathway	1/67	0.6759361158589042	0.8265655432050687	0	0	0.8945326761591822	0.35034972544383447	JAK2
cAMP cell motility pathway inferred from amoeba model	1/67	0.6759361158589042	0.8265655432050687	0	0	0.8945326761591822	0.35034972544383447	PLCH1
G alpha 13 pathway	1/67	0.6759361158589042	0.8265655432050687	0	0	0.8945326761591822	0.35034972544383447	MAP3K1
Biological oxidations	2/139	0.6760043024060199	0.8265655432050687	0	0	0.8613579729640329	0.33726974331252163	TBXAS1;PAOX
Insulin signaling pathway	4/277	0.6802698624001566	0.8265655432050687	0	0	0.8637117694868455	0.33275852211934115	RPS6KA5;MAP3K1;PYGM;RAF1
CD8/T cell receptor downstream pathway	1/68	0.6813498929288442	0.8265655432050687	0	0	0.8811364862434814	0.3380738407600099	RAF1
Epithelial cell signaling in Helicobacter pylori infection	1/68	0.6813498929288442	0.8265655432050687	0	0	0.8811364862434814	0.3380738407600099	ATP6V1A
Messenger RNA splicing: major pathway	1/68	0.6813498929288442	0.8265655432050687	0	0	0.8811364862434814	0.3380738407600099	SRSF6
Toll-like receptor signaling pathway regulation	2/142	0.6873215966497109	0.8265655432050687	0	0	0.8427708243418213	0.3159994311157151	CD180;PTPN6
Pancreatic cancer	1/70	0.6919084183155081	0.8265655432050687	0	0	0.855508992491706	0.31508539542328506	RAF1
AP-1 transcription factor network	1/70	0.6919084183155081	0.8265655432050687	0	0	0.855508992491706	0.31508539542328506	ATF3
Signaling events mediated by HDAC class I	1/70	0.6919084183155081	0.8265655432050687	0	0	0.855508992491706	0.31508539542328506	HDAC9
Hedgehog signaling pathway	1/70	0.6919084183155081	0.8265655432050687	0	0	0.855508992491706	0.31508539542328506	STK36
Long-term potentiation	1/70	0.6919084183155081	0.8265655432050687	0	0	0.855508992491706	0.31508539542328506	RAF1
MicroRNA regulation of DNA damage response	1/70	0.6919084183155081	0.8265655432050687	0	0	0.855508992491706	0.31508539542328506	TNFRSF10B
Nucleotide metabolism	1/70	0.6919084183155081	0.8265655432050687	0	0	0.855508992491706	0.31508539542328506	TK2
Interleukin-5 regulation of apoptosis	2/144	0.6946851072264292	0.8281679894001025	0	0	0.8308157099697885	0.30266335433516256	LCP2;RAF1
Mitochondrial pathway of apoptosis: multidomain Bcl-2 family	1/71	0.6970561370350717	0.8292812186994565	0	0	0.8432444061962134	0.30431790922111596	CAPN10
Sphingolipid metabolism	1/72	0.7021180990676689	0.8301683261517314	0	0	0.8313253012048193	0.29400123277446777	NEU3
Costimulation by the CD28 family	1/72	0.7021180990676689	0.8301683261517314	0	0	0.8313253012048193	0.29400123277446777	PTPN6
Myocyte adrenergic pathway	1/72	0.7021180990676689	0.8301683261517314	0	0	0.8313253012048193	0.29400123277446777	GNAI1
Chronic myeloid leukemia	1/73	0.7070957287199041	0.8343440398187825	0	0	0.8197372824631861	0.28411210611287735	RAF1
RANKL regulation of apoptosis and immune response	1/74	0.7119904269649369	0.8355582731767216	0	0	0.808466743687077	0.27462872539358324	TNFRSF11A
Wnt/calcium/cyclic GMP pathway	1/74	0.7119904269649369	0.8355582731767216	0	0	0.808466743687077	0.27462872539358324	PLCH1
Calcium regulation in the cardiac cell	2/149	0.7124690994851768	0.8355582731767216	0	0	0.802351151941139	0.2720120741001292	ADCY4;GNAI1
Arrhythmogenic right ventricular cardiomyopathy (ARVC)	1/75	0.7168035712694892	0.8389364312829519	0	0	0.7975008140670792	0.2655306355339168	JUP
VEGF signaling pathway	1/76	0.7215365165765786	0.8427663361633316	0	0	0.7868273092369478	0.2567986307684606	RAF1
Peroxisome	1/78	0.7307671172274403	0.850198944644746	0	0	0.7663120012517602	0.24036176797628112	PAOX
Myometrial relaxation and contraction pathways	2/155	0.7326583947171675	0.850198944644746	0	0	0.7706494480974666	0.23973033420436485	ADCY4;ATF3
Antigen processing: cross presentation	1/79	0.7352673715385238	0.850198944644746	0	0	0.7564488724127278	0.2326239705155133	NCF1
p73 transcription factor network	1/79	0.7352673715385238	0.850198944644746	0	0	0.7564488724127278	0.2326239705155133	GRAMD4
Glycerophospholipid metabolism	1/79	0.7352673715385238	0.850198944644746	0	0	0.7564488724127278	0.2326239705155133	PISD
Gene expression	14/968	0.7431678850998655	0.8550147047707609	0	0	0.8608597359410632	0.2555318397590547	EIF4A3;MED8;RBPJ;GTF2H3;POLRMT;NXF1;TAF1C;ZNF528;SNAPC4;NELFA;SRSF6;ZNF555;ZNF169;ZNF543
Respiratory electron transport, ATP biosynthesis by chemiosmotic coupling, and heat production by uncoupling proteins	1/81	0.7440441245608829	0.8550147047707609	0	0	0.7374623493975904	0.21803438570629566	NDUFS7
Focal adhesion	3/233	0.7478484976685923	0.8550147047707609	0	0	0.7682608695652174	0.22322193304625504	CAV2;HGF;RAF1
ATM-dependent DNA damage response	1/82	0.7483230951633176	0.8550147047707609	0	0	0.7283206901680798	0.21115506141026158	MAP3K1
Regular glucocorticoid receptor pathway	1/82	0.7483230951633176	0.8550147047707609	0	0	0.7283206901680798	0.21115506141026158	VIPR1
SMAD2/3 nuclear pathway	1/82	0.7483230951633176	0.8550147047707609	0	0	0.7283206901680798	0.21115506141026158	ATF3
Drug metabolism: cytochrome P450	1/83	0.7525307421687611	0.8581230004572633	0	0	0.7194019982368498	0.20453564953316639	AKR1C1
TGF-beta regulation of skeletal system development	1/85	0.7607367876089381	0.8640652095479474	0	0	0.7022016637980494	0.19202958484208454	ACVR2B
NOD signaling pathway	1/85	0.7607367876089381	0.8640652095479474	0	0	0.7022016637980494	0.19202958484208454	NOD2
Glycerophospholipid biosynthesis	1/86	0.7647374979735926	0.8647691183322517	0	0	0.693905031892275	0.1861210423011421	PISD
Mitotic G2-G2/M phases	1/87	0.7686715096835861	0.8647691183322517	0	0	0.6858013449145419	0.18042855000332028	CEP131
MAPK signaling pathway	4/314	0.7701724332563543	0.8647691183322517	0	0	0.7591724678890087	0.19825094349364433	RPS6KA5;MAP3K1;RAF1;MAPK8IP3
Apoptosis	3/242	0.7703870174473204	0.8647691183322517	0	0	0.7389882084442754	0.19277414181229738	MAP3K1;TNFRSF10B;BCL2L2
Androgen receptor signaling, proteolysis, and transcription regulation	1/88	0.7725399313011585	0.8647691183322517	0	0	0.6778839495914694	0.17494258229474063	GAS6
HIF-1 degradation in normoxia	1/88	0.7725399313011585	0.8647691183322517	0	0	0.6778839495914694	0.17494258229474063	HDAC9
Hematopoietic cell lineage	1/88	0.7725399313011585	0.8647691183322517	0	0	0.6778839495914694	0.17494258229474063	IL6R
Alzheimer's disease	2/169	0.7751227604012221	0.8647691183322517	0	0	0.7055375653526783	0.1797243085650404	NDUFS7;APBB1
Prostate cancer	1/89	0.7763438531994911	0.8647691183322517	0	0	0.6701464950711938	0.16965411724562368	RAF1
Salivary secretion	1/89	0.7763438531994911	0.8647691183322517	0	0	0.6701464950711938	0.16965411724562368	ADCY4
Thymic stromal lymphopoietin (TSLP) pathway	1/90	0.7800843475734742	0.8672614037570223	0	0	0.6625829159333965	0.16455460547970296	TNFRSF11A
Fatty acid, triacylglycerol, and ketone body metabolism	2/173	0.7861252117813733	0.8722966292266392	0	0	0.6888924223953641	0.165774519151301	MED8;MED18
Metapathway biotransformation	2/174	0.7888009895849755	0.8729610057146397	0	0	0.6848521042647369	0.16247514952267436	AKR1C1;NAT9
T cell receptor regulation of apoptosis	8/603	0.7897498179948734	0.8729610057146397	0	0	0.789016160310278	0.18623864050456282	IL1RN;VIPR1;TAF1C;PRUNE2;MX1;TNFRSF10B;ATF3;GNAI1
Adaptive immune system	8/606	0.7941882111800486	0.8731195644510384	0	0	0.784934396706972	0.18087620388667386	CUL7;PHLPP1;NCF1;LCP2;PTPN6;LILRB3;RAF1;ASB16
ERBB signaling pathway	1/94	0.7944328792665428	0.8731195644510384	0	0	0.6339551755408732	0.145890062135642	RAF1
L1CAM interactions	1/94	0.7944328792665428	0.8731195644510384	0	0	0.6339551755408732	0.145890062135642	RPS6KA5
Class B GPCRs (secretin family receptors)	1/95	0.7978717079534277	0.8739566817181881	0	0	0.627178928479877	0.14162168170392017	VIPR1
Calcium signaling pathway	2/178	0.799211818443842	0.8739566817181881	0	0	0.6691499588025268	0.14997608771481974	ADCY4;TACR1
Antigen presentation: folding, assembly, and peptide loading of class I MHC proteins	3/255	0.8000168754610635	0.8739566817181881	0	0	0.7003968253968254	0.15627426070487696	CUL7;NCF1;ASB16
Transport of glucose and other sugars, bile salts and organic acids, metal ions and amine compounds	1/96	0.8012531795995174	0.8739566817181881	0	0	0.6205453392517438	0.13749938286850893	SLC6A6
TSH regulation of gene expression	1/97	0.8045782479175789	0.8742780584716442	0	0	0.6140499497991968	0.13351721239140427	AHR
Mitochondrial pathway of apoptosis: BH3-only Bcl-2 family	1/97	0.8045782479175789	0.8742780584716442	0	0	0.6140499497991968	0.13351721239140427	CAPN10
Downstream signaling events Of B cell receptor (BCR)	1/98	0.8078478509604784	0.8745369793699739	0	0	0.6076884859023723	0.12966950584877193	PHLPP1
Wnt signaling pathway and pluripotency	1/98	0.8078478509604784	0.8745369793699739	0	0	0.6076884859023723	0.12966950584877193	AXIN2
Pyrimidine metabolism	1/100	0.8142243358846519	0.8781447510382134	0	0	0.5953511013751978	0.12235617378136959	TK2
Dilated cardiomyopathy	1/100	0.8142243358846519	0.8781447510382134	0	0	0.5953511013751978	0.12235617378136959	ADCY4
Pancreatic secretion	1/101	0.8173330170155472	0.8798528933171096	0	0	0.589367469879518	0.1188805211861559	ADCY4
Chagas disease	1/104	0.8263513002471543	0.8877210691679425	0	0	0.5721136975084805	0.1091222736744902	GNAI1
DNA repair	1/105	0.8292576365364316	0.8877210691679425	0	0	0.5665836422613532	0.10607827806968187	GTF2H3
Electron transport chain	1/105	0.8292576365364316	0.8877210691679425	0	0	0.5665836422613532	0.10607827806968187	NDUFS7
Peptide G-protein coupled receptors	2/192	0.8321555606642479	0.8891736268579092	0	0	0.6193989505485769	0.11380581353309027	F2RL1;TACR1
Neuroactive ligand-receptor interaction	3/272	0.8338778123115951	0.8893669088794646	0	0	0.655559310577898	0.1190944080267515	VIPR1;F2RL1;TACR1
Amino acid metabolism	2/195	0.8385498161960218	0.8926997120758385	0	0	0.609677065886073	0.10735272326741527	TST;PAOX
Post-translational protein modification	2/196	0.8406318669638231	0.8932681164606371	0	0	0.6065032547419565	0.10528984284350654	PIGL;GAS6
Leptin influence on immune response	1/110	0.8430777581561315	0.8942203427501615	0	0	0.5404553995799712	0.09225362105699589	IL1RN
Endocytosis	2/201	0.8506821812495368	0.8991355634340773	0	0	0.59111266301295	0.09559278044566995	CAV2;ASAP2
Oocyte meiosis	1/113	0.8508284534402187	0.8991355634340773	0	0	0.5258982358003442	0.08495610063475725	ADCY4
Neuronal system	3/283	0.8530676274940473	0.899853786223154	0	0	0.629448051948052	0.10002965157073976	ADCY4;RAF1;GNAI1
Phospholipid metabolism	2/205	0.858304091537955	0.9036252240681437	0	0	0.5793460628339262	0.08852223795986276	NEU3;PISD
Tricarboxylic acid (TCA) cycle and respiratory electron transport	1/117	0.8605721718495104	0.9036252240681437	0	0	0.5076599501454092	0.07622909865010673	NDUFS7
DNA replication	2/207	0.8619805161556908	0.9036252240681437	0	0	0.5736349568933756	0.08519776192668704	GORASP1;PMF1
p53 activity regulation	1/118	0.8629072763631667	0.9036252240681437	0	0	0.5032952322108949	0.07420989404664327	TNFRSF10B
Immunoregulatory interactions between a lymphoid and a non-lymphoid cell	1/119	0.865203387948966	0.9043883239973795	0	0	0.499004492546457	0.0722511943658353	LILRB3
Lysosome	1/121	0.8696812183138589	0.9074250686565943	0	0	0.4906375502008032	0.06850700981378721	CLN3
Influenza viral RNA transcription and replication	1/125	0.8781968166910465	0.9146562513190141	0	0	0.47471336960746213	0.0616579303358959	EIF4A3
HIV factor interactions with host	1/128	0.8842173531048638	0.9192674103450567	0	0	0.4634285172184802	0.057025978302513915	ELMO1
Parkinson's disease	1/131	0.8899411479214456	0.9235540330048095	0	0	0.4526645041705283	0.05278065600606336	NDUFS7
Cell adhesion molecules (CAMs)	1/133	0.8935993864636472	0.9240266057159937	0	0	0.44576031398320554	0.050147018016435105	SIGLEC1
Tight junction	1/133	0.8935993864636472	0.9240266057159937	0	0	0.44576031398320554	0.050147018016435105	GNAI1
Mitotic G1-G1/S phases	1/135	0.8971363796040438	0.9260244920063206	0	0	0.43906221902535514	0.04765905739060008	TK2
Systemic lupus erythematosus	1/139	0.903862524585448	0.9313012083675062	0	0	0.42624847214946743	0.04308434508326519	FCGR2C
Influenza infection	1/142	0.9086177155472966	0.9339175250857803	0	0	0.41711526958899425	0.03997250174632166	CPSF4
Axon guidance	3/325	0.9096389065826836	0.9339175250857803	0	0	0.5461603613777527	0.05172551747374177	RPS6KA5;RAF1;GNAI1
GPCR ligand binding	4/410	0.9128048705825054	0.9355033931191928	0	0	0.576788896042643	0.05262226474370243	VIPR1;OXER1;F2RL1;TACR1
Signaling by the B cell receptor (BCR)	1/151	0.9215216369504159	0.9424383121654054	0	0	0.3919076305220884	0.032030227359410995	PHLPP1
Integrated breast cancer pathway	1/152	0.9228382086195045	0.9424383121654054	0	0	0.3892922684113939	0.03126069409344507	AHR
Purine metabolism	1/164	0.9370201126266544	0.9552307508579144	0	0	0.3604109690294922	0.023444925294798302	ADCY4
Cell cycle	4/453	0.9458395021824573	0.9611860615400926	0	0	0.5203864040996202	0.028976355451683013	GORASP1;CEP131;TK2;PMF1
Interleukin-2 signaling pathway	9/847	0.9461935579805417	0.9611860615400926	0	0	0.6241381596393529	0.03451991079799468	MX1;ULK2;LCP2;PTPN6;AHR;TNFRSF11A;IFIT1;JAK2;RAF1
Huntington's disease	1/184	0.9551168674790492	0.9685455756334118	0	0	0.3206926064915399	0.014726708511411807	NDUFS7
Lipid and lipoprotein metabolism	4/489	0.9642336749893268	0.9760751411734062	0	0	0.4808573308682982	0.017513599278836674	NEU3;MED8;MED18;PISD
Metabolism	18/1615	0.9768446787668512	0.9871092463195678	0	0	0.6465694605957599	0.015147581879655586	ATP6V1A;PTGES2;MED8;ADCY4;AMT;SAT1;MED18;GNAI1;PISD;NEU3;NDUFS7;B3GALT2;UAP1L1;TBXAS1;CA6;TK2;PIGL;PAOX
Carbohydrate metabolism	1/235	0.9811084516110398	0.9896845744398076	0	0	0.2501415920090619	0.0047707688380740935	PYGM
Class A GPCRs (rhodopsin-like)	1/253	0.9860875812962417	0.9929712642372277	0	0	0.2320591891375024	0.0032511732533328473	F2RL1
FSH regulation of apoptosis	1/263	0.9882634796873893	0.9934286198251283	0	0	0.22308700450657593	0.0026337511076689464	SLC12A6
Protein metabolism	2/442	0.9952337927119327	0.9973136862037978	0	0	0.26403460587750616	0.0012614522279506641	PIGL;GAS6
Signal transduction	8/1020	0.9955852396072573	0.9973136862037978	0	0	0.45375494071146244	0.0020076542645303588	ATP6V1A;LATS2;ADCY4;F2RL1;JAK2;HDAC9;ACVR2B;GNAI1
Signaling by GPCR	7/977	0.9973295719932173	0.9973295719932173	0	0	0.41388590221997346	0.001106730886049407	VIPR1;ADCY4;OXER1;F2RL1;TACR1;RAF1;GNAI1
